dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
02/04/16 16:43,CitroÎn_C5_Tourer_2.0_16V_Aut._Confort_LPG_Gas_Anlage,privat,Angebot,4950,control,kombi,2008,automatik,140,c5,150000,10,benzin,citroen,nein,02/04/16 0:00,0,94469,06/04/16 15:18
11/03/16 19:54,VW_Polo_1.2_12V_Tour_Mod.2007_Klima_PDC_ESP_BC_el.FH_ALU_R/CD_ZV,privat,Angebot,3899,test,kleinwagen,2006,manuell,55,polo,125000,11,benzin,volkswagen,nein,11/03/16 0:00,0,85757,12/03/16 11:15
09/03/16 12:47,Audi_A4_Limosine_1.6,privat,Angebot,4700,control,limousine,2001,manuell,102,a4,60000,6,,audi,nein,09/03/16 0:00,0,14612,05/04/16 23:45
16/03/16 16:49,Opel_Astra_H_Twin_Top_Edition*Euro_4*Tuev_03/2017,privat,Angebot,6300,control,cabrio,2007,manuell,140,astra,60000,6,benzin,opel,nein,16/03/16 0:00,0,31787,20/03/16 16:19
20/03/16 21:37,BMW_318ti_Compact,privat,Angebot,2555,test,limousine,1998,manuell,140,3er,150000,4,benzin,bmw,nein,20/03/16 0:00,0,94315,07/04/16 7:46
02/04/16 20:52,Mercedes_E_320_T_CDI_DPF_Elegance_Xenon_AHK,privat,Angebot,4950,test,kombi,2004,automatik,204,e_klasse,150000,3,diesel,mercedes_benz,nein,02/04/16 0:00,0,13347,06/04/16 21:44
15/03/16 14:53,MAZDA__RX8,privat,Angebot,6600,control,andere,2005,manuell,190,rx_reihe,80000,6,benzin,mazda,nein,15/03/16 0:00,0,83543,06/04/16 5:16
15/03/16 19:55,BMW_320i_Cabrio_6_Zylinder_M_Packet,privat,Angebot,2800,control,cabrio,1996,manuell,150,3er,150000,12,benzin,bmw,nein,15/03/16 0:00,0,95183,07/04/16 0:18
04/04/16 14:00,Nissan_Micra_K12__1_5_dci_Bj_12/2005_CD/Radio_Klima_Servo_Euro_4,privat,Angebot,1900,control,kleinwagen,2005,manuell,68,micra,150000,12,diesel,nissan,nein,04/04/16 0:00,0,30890,06/04/16 15:46
24/03/16 21:49,FR‹HJAHRS_SCHNƒPPCHEN_____TOYOTA__AYGO_____T‹V_NEU______WENIG_KM,privat,Angebot,2950,test,kleinwagen,2008,manuell,68,aygo,80000,4,benzin,toyota,nein,24/03/16 0:00,0,23774,05/04/16 17:17
08/03/16 17:55,Focus_1.6_klima_Wenig_Kilometer__mit_tuev_8fach_bereift,privat,Angebot,3333,control,,2018,manuell,101,focus,100000,4,,ford,nein,08/03/16 0:00,0,42329,17/03/16 20:21
19/03/16 20:37,Opel_astra_f,privat,Angebot,350,control,limousine,1995,manuell,0,astra,70000,0,,opel,ja,19/03/16 0:00,0,78050,20/03/16 23:47
11/03/16 18:50,VW_Golf3_1.6_75ps_Bon_Jovi_Servo_AHK_Schiebedach_NeueReifen_Top,privat,Angebot,390,test,kleinwagen,1996,manuell,75,golf,150000,11,benzin,volkswagen,nein,11/03/16 0:00,0,46238,12/03/16 9:16
03/04/16 14:58,Renault_Clio_1.2_16_V_RT,privat,Angebot,1250,test,kleinwagen,2001,manuell,75,clio,150000,10,benzin,renault,ja,03/04/16 0:00,0,71672,05/04/16 14:15
25/03/16 19:37,Mercedes_Benz_A_140_Classic_T‹V_NEU,privat,Angebot,2000,test,limousine,2000,manuell,82,a_klasse,150000,9,benzin,mercedes_benz,nein,25/03/16 0:00,0,13585,07/04/16 2:46
29/03/16 20:43,Volkswagen_Passat_1.8_CL,privat,Angebot,999,test,limousine,1992,manuell,90,passat,150000,5,benzin,volkswagen,nein,29/03/16 0:00,0,45883,06/04/16 6:45
20/03/16 16:44,Smart_ForTwo,privat,Angebot,17900,test,cabrio,2015,automatik,84,fortwo,5000,5,benzin,smart,nein,20/03/16 0:00,0,42113,06/04/16 21:46
12/03/16 20:49,Nissan_Almera__klimaanlage_,privat,Angebot,1200,test,limousine,1997,manuell,75,almera,90000,3,benzin,nissan,nein,12/03/16 0:00,0,67112,05/04/16 14:18
04/04/16 18:52,Renault_Twingo_1.2,privat,Angebot,5500,test,kleinwagen,2009,,0,twingo,20000,6,benzin,renault,nein,04/04/16 0:00,0,99439,06/04/16 21:16
16/03/16 19:40,BMW_118d_DPF_Edition_Sport,privat,Angebot,13999,test,limousine,2011,manuell,143,1er,40000,11,diesel,bmw,nein,16/03/16 0:00,0,70329,07/04/16 4:44
27/03/16 10:56,Passat_Variant_3bg1.9Tdi_251000km_9/2004,privat,Angebot,1800,control,,2017,manuell,131,passat,150000,9,,volkswagen,ja,27/03/16 0:00,0,74597,07/04/16 6:45
07/03/16 17:43,Fiat_Seicento_Bastlerfahrzeug,privat,Angebot,150,test,kleinwagen,1999,manuell,55,seicento,150000,1,benzin,fiat,,07/03/16 0:00,0,50765,09/03/16 14:15
01/04/16 18:58,Volkswagen_CC_3.6_V6_4_Motion___Navi___Xenon___Leder___DSG,privat,Angebot,8790,control,coupe,2010,automatik,299,cc,100000,6,benzin,volkswagen,ja,01/04/16 0:00,0,23909,01/04/16 18:58
18/03/16 21:06,BMW_118,privat,Angebot,13900,control,cabrio,2009,manuell,143,1er,70000,5,benzin,bmw,nein,18/03/16 0:00,0,56170,20/03/16 14:31
09/03/16 9:57,Audi_A1_1.2_TFSI,privat,Angebot,15000,test,kleinwagen,2014,manuell,86,a1,30000,4,benzin,audi,nein,09/03/16 0:00,0,73732,11/03/16 3:17
26/03/16 10:54,Vw_Golf_Variant_1_9_TDI_Bastler_Export_Teile,privat,Angebot,600,test,kombi,1997,manuell,90,golf,80000,11,diesel,volkswagen,ja,26/03/16 0:00,0,55452,27/03/16 22:46
28/03/16 11:57,Mazda_MX_5_1.8_MZR_Roadster_Coupe,privat,Angebot,10550,control,cabrio,2008,manuell,126,mx_reihe,100000,10,benzin,mazda,nein,28/03/16 0:00,0,45475,06/04/16 14:17
15/03/16 22:53,Ford_Galaxy,privat,Angebot,2000,control,bus,2004,manuell,140,galaxy,150000,1,benzin,ford,nein,15/03/16 0:00,0,20357,29/03/16 10:16
02/04/16 17:46,Renault_Twingo,privat,Angebot,890,control,,2018,manuell,0,twingo,125000,0,benzin,renault,,02/04/16 0:00,0,66571,06/04/16 17:16
17/03/16 20:44,VW_POLO_6R__1_2_TDI_Blue_Motion__5_Tueren__Navi____guter_Zustand,privat,Angebot,7900,control,kleinwagen,2011,manuell,75,polo,125000,3,diesel,volkswagen,nein,17/03/16 0:00,0,86450,17/03/16 20:44
25/03/16 12:56,Bmw__116_I__Motorschaden,privat,Angebot,4999,test,coupe,2009,manuell,122,1er,100000,3,benzin,bmw,nein,25/03/16 0:00,0,41069,31/03/16 20:16
22/03/16 8:54,Rover_200_Limousine_abzugeben,privat,Angebot,700,control,limousine,1998,manuell,75,andere,150000,6,benzin,rover,nein,22/03/16 0:00,0,38829,05/04/16 19:17
23/03/16 22:54,Marakesch__brauner_BMW_1er__3_Tuerer__118d_mit_grosser_Ausstattung,privat,Angebot,13000,test,limousine,2011,manuell,143,1er,125000,11,diesel,bmw,nein,23/03/16 0:00,0,4107,30/03/16 4:44
04/04/16 16:54,BMW_X5_xDrive30d__Mwst.awb.___netto_Ä_18.650_00_,privat,Angebot,21900,test,limousine,2009,automatik,235,x_reihe,125000,10,diesel,bmw,nein,04/04/16 0:00,0,94379,04/04/16 16:54
31/03/16 14:46,C_180_zu_verkaufen,privat,Angebot,1350,control,,2017,manuell,0,c_klasse,150000,0,,mercedes_benz,,31/03/16 0:00,0,26892,06/04/16 7:44
03/04/16 19:53,Trabant_601,privat,Angebot,650,test,,1970,,26,,100000,5,,trabant,,03/04/16 0:00,0,9337,05/04/16 20:45
27/03/16 19:56,Meinen_BMW_316,privat,Angebot,3000,control,,2005,,0,3er,150000,0,,bmw,,27/03/16 0:00,0,57462,05/04/16 18:45
06/03/16 6:56,Opel_corsa_B_automatik_1.4_beziner_Tuev_bis_2018_Neu_Auto_Top!,privat,Angebot,1250,control,,2018,automatik,0,corsa,125000,0,,opel,,06/03/16 0:00,0,59423,08/03/16 21:18
12/03/16 11:54,Opel_Astra_1.4_Turbo_Sports_Tourer_ecoFLEX_Start/Stop,privat,Angebot,16990,test,kombi,2012,manuell,140,astra,40000,7,benzin,opel,nein,12/03/16 0:00,0,1217,06/04/16 5:45
03/04/16 16:52,BMW_E46_320d_Touring_M_Technik_Sport,privat,Angebot,5150,control,kombi,2001,manuell,150,3er,150000,12,diesel,bmw,nein,03/04/16 0:00,0,26197,03/04/16 16:52
11/03/16 20:48,Skoda_Fabia_1.2_TSI_Combi_Ambiente,privat,Angebot,8200,control,kombi,2010,manuell,105,fabia,40000,10,benzin,skoda,nein,11/03/16 0:00,0,44892,06/04/16 4:17
07/03/16 17:49,M.Benz_A170_cdi_L,privat,Angebot,1499,test,kleinwagen,2003,manuell,0,a_klasse,150000,5,diesel,mercedes_benz,nein,07/03/16 0:00,0,27753,16/03/16 14:18
26/03/16 22:56,Volkswagen_Golf_Variant_1.4_TSI_Highline___Viele_Extras,privat,Angebot,13990,test,kombi,2010,manuell,160,golf,100000,3,benzin,volkswagen,nein,26/03/16 0:00,0,79271,01/04/16 3:44
23/03/16 14:06,Audi_A8_3.0_TDI_DPF_quattro,privat,Angebot,18000,control,limousine,2008,automatik,232,a8,125000,12,diesel,audi,nein,23/03/16 0:00,0,57518,06/04/16 13:44
16/03/16 21:47,VW_Golf_4_IV_Kombi_1_9TDI_101PS_Gruene_Pl._Schlachtfest_o_Komplett,privat,Angebot,1,control,,2016,manuell,0,golf,150000,0,diesel,volkswagen,ja,16/03/16 0:00,0,49401,07/04/16 9:45
25/03/16 19:45,Kia_Carnival,privat,Angebot,750,test,,2016,manuell,144,carnival,150000,6,,kia,,25/03/16 0:00,0,24852,25/03/16 19:45
28/03/16 13:58,Verkaufe_Ford_Fusion_ohne_T‹V,privat,Angebot,500,test,,2006,,70,fusion,150000,1,diesel,ford,,28/03/16 0:00,0,73450,28/03/16 13:58
07/03/16 10:59,Mazda_6_Sport_Kombi_2.0_CD_DPF_Active,privat,Angebot,1500,test,kombi,2007,manuell,143,6_reihe,150000,9,diesel,mazda,ja,07/03/16 0:00,0,81827,07/03/16 15:18
17/03/16 16:49,Mazda_MX_3_16V,privat,Angebot,1039,test,coupe,1992,manuell,88,mx_reihe,150000,3,benzin,mazda,nein,17/03/16 0:00,0,96487,07/04/16 2:17
21/03/16 1:57,Wartburg_353,privat,Angebot,899,test,,1990,,37,,60000,2,,sonstige_autos,,21/03/16 0:00,0,85057,27/03/16 21:44
10/03/16 22:51,Astra_G_TURBO_Coupe_z20let_Leder_Xenon_Tuning_OPC,privat,Angebot,3500,control,cabrio,2003,manuell,192,astra,150000,1,benzin,opel,nein,10/03/16 0:00,0,29562,07/04/16 10:45
28/03/16 14:56,Auto_mit_ahk_und_vielen_km,privat,Angebot,900,test,kombi,2001,manuell,150,galant,150000,2,,mitsubishi,ja,28/03/16 0:00,0,55743,06/04/16 20:15
20/03/16 10:06,Porsche_911_996_absoluter_top_Zustand_997_Look__Tausch_,privat,Angebot,17500,control,coupe,1998,automatik,301,911,150000,0,benzin,porsche,nein,20/03/16 0:00,0,57520,02/04/16 14:45
26/03/16 10:53,BMW_328i_Sport_Edition,privat,Angebot,6700,test,cabrio,1999,manuell,193,3er,150000,4,benzin,bmw,nein,26/03/16 0:00,0,38550,29/03/16 12:48
24/03/16 14:54,Audi_CoupÈ,privat,Angebot,2000,test,coupe,1990,manuell,113,andere,150000,9,benzin,audi,ja,24/03/16 0:00,0,85077,07/04/16 7:17
11/03/16 23:52,Renault_Megane_1.9_dCi_FAP_Coupe_Cabriolet_Privilege,privat,Angebot,5129,test,cabrio,2006,manuell,131,megane,150000,4,diesel,renault,nein,11/03/16 0:00,0,44227,05/04/16 14:44
11/03/16 19:58,Volkswagen_2.0_TDI/Temp./Rueckfahrkamera/Navi/8_fach/Sitzh.,privat,Angebot,6890,test,limousine,2004,manuell,140,golf,125000,11,diesel,volkswagen,nein,11/03/16 0:00,0,28309,16/03/16 10:47
05/03/16 14:19,BMW_523i_Tempomat+Head_Up_Display+Sportfahrwerk+Navi,privat,Angebot,9000,test,limousine,2008,manuell,190,5er,150000,10,benzin,bmw,nein,04/03/16 0:00,0,63263,05/04/16 11:48
30/03/16 18:56,Volkswagen_Bora_Variant_1.9_TDI_Sport_Edition,privat,Angebot,2599,test,kombi,2002,manuell,131,bora,150000,7,diesel,volkswagen,nein,30/03/16 0:00,0,73066,05/04/16 8:18
27/03/16 19:50,Skoda_Octavia_Combi_2.0_FSI_Ambiente,privat,Angebot,7099,control,kombi,2005,manuell,150,octavia,150000,4,benzin,skoda,nein,27/03/16 0:00,0,59174,27/03/16 19:50
05/03/16 17:42,BMW_316i_Comfort_Edition,privat,Angebot,699,test,limousine,1997,manuell,102,3er,150000,6,benzin,bmw,nein,05/03/16 0:00,0,53879,07/03/16 11:16
18/03/16 0:51,Volkswagen_Golf_2.0_TDI_DPF_GT_Sport,privat,Angebot,8800,test,limousine,2008,manuell,170,golf,125000,8,diesel,volkswagen,nein,17/03/16 0:00,0,89231,01/04/16 23:45
03/04/16 12:51,Mercedes_250TD_5_Gg._Schaltgetriebe_Diesel_W124_E_Klasse_T_Modell,privat,Angebot,1049,control,kombi,1993,manuell,113,e_klasse,150000,0,diesel,mercedes_benz,,03/04/16 0:00,0,78166,05/04/16 11:18
24/03/16 15:53,Mercedes_Benz_C_200_T_Kompressor_Automatik_Avantgarde_AMG,privat,Angebot,14999,test,kombi,2008,automatik,184,c_klasse,125000,2,benzin,mercedes_benz,nein,24/03/16 0:00,0,10555,07/04/16 8:45
07/03/16 9:53,Volkswagen_Golf_VII_2.0_TDI_DSG_Highline__AHK_Sthzg_Xenon,privat,Angebot,19850,control,limousine,2013,automatik,150,golf,60000,6,diesel,volkswagen,nein,07/03/16 0:00,0,57078,20/03/16 16:48
08/03/16 14:46,Golf_6_1.4_weiss_Alufelgen_Spritsparer,privat,Angebot,7200,test,,2017,manuell,80,golf,150000,3,,volkswagen,,08/03/16 0:00,0,44265,13/03/16 1:17
23/03/16 11:57,Fiat_Punto_1.2_8V_Active,privat,Angebot,1240,test,kleinwagen,2003,manuell,60,punto,150000,9,benzin,fiat,nein,23/03/16 0:00,0,71642,23/03/16 12:39
26/03/16 10:50,Garagenfund_Datsun_Nissan_Sunny_Limo_Oltimer_Seehr_Selten_!!!,privat,Angebot,1350,test,limousine,1984,manuell,75,andere,100000,3,benzin,nissan,nein,26/03/16 0:00,0,26826,06/04/16 11:15
24/03/16 14:38,Opel_Astra_1.6_Sport,privat,Angebot,2900,test,limousine,2003,manuell,84,astra,50000,4,benzin,opel,nein,24/03/16 0:00,0,94269,28/03/16 23:17
05/04/16 12:06,Polo_86_c_Steilheck._Bj_94__45_ps,privat,Angebot,150,test,,2016,,0,polo,150000,0,,volkswagen,ja,05/04/16 0:00,0,57234,05/04/16 12:46
03/04/16 13:43,Opel_Vectra_2.2_DTI_Selection_Free,privat,Angebot,1600,control,limousine,2002,manuell,125,vectra,150000,11,diesel,opel,nein,03/04/16 0:00,0,90763,05/04/16 12:19
21/03/16 21:52,Opel_Corsa_1.2_16V,privat,Angebot,1899,control,kleinwagen,2004,manuell,75,corsa,150000,4,benzin,opel,nein,21/03/16 0:00,0,72636,28/03/16 20:19
01/04/16 16:49,Citroen_C3_Pluriel_Charleston_Klima_Leder_Cabrio,privat,Angebot,7500,control,cabrio,2010,manuell,73,c3,40000,9,benzin,citroen,nein,01/04/16 0:00,0,66740,05/04/16 12:16
28/03/16 20:38,Volkswagen_Passat_1.6,privat,Angebot,900,control,limousine,1996,manuell,95,passat,150000,10,benzin,volkswagen,nein,28/03/16 0:00,0,85221,28/03/16 20:38
01/04/16 19:45,Audi_A4_Avant_s_line,privat,Angebot,16000,control,kombi,2009,manuell,160,a4,70000,11,benzin,audi,,01/04/16 0:00,0,71032,05/04/16 15:47
20/03/16 13:50,verkaufe_mein_geliebten_audi_a6_sehr_sparsam_gruene_Plakette,privat,Angebot,6350,test,kombi,2006,manuell,140,a6,150000,2,diesel,audi,nein,20/03/16 0:00,0,78713,06/04/16 15:45
03/04/16 16:54,Ford_Mondeo_2.0_TDCi_Ghia,privat,Angebot,3600,control,limousine,2004,manuell,131,mondeo,150000,3,diesel,ford,nein,03/04/16 0:00,0,48231,05/04/16 16:46
16/03/16 18:56,BMW_116i,privat,Angebot,8000,control,limousine,2008,manuell,122,1er,80000,12,benzin,bmw,nein,16/03/16 0:00,0,34329,07/04/16 3:17
28/03/16 21:48,Mercedes__A_klasse___Unfall_!!!_,privat,Angebot,500,control,,2000,,0,,5000,0,,mercedes_benz,,28/03/16 0:00,0,59075,07/04/16 4:44
30/03/16 22:51,Audi_A4_1_9_TDI_S___line_Navi_PDC_Sport_Schiebedach,privat,Angebot,6600,control,kombi,2004,manuell,131,a4,150000,10,diesel,audi,nein,30/03/16 0:00,0,85092,05/04/16 15:45
12/03/16 19:50,Smart_Fortwo_T‹V_11.2017,privat,Angebot,1999,test,coupe,2004,automatik,50,forfour,125000,11,benzin,smart,nein,12/03/16 0:00,0,45327,17/03/16 23:18
28/03/16 22:46,Mercedes_Benz_E200_Kompressor_Gepflegt/_TOP_/_Wenig_Kilometer,privat,Angebot,6950,control,limousine,2003,automatik,163,e_klasse,125000,11,benzin,mercedes_benz,,28/03/16 0:00,0,21077,30/03/16 15:45
26/03/16 17:57,Peugeot_208_GTI,privat,Angebot,15000,control,kleinwagen,2014,manuell,200,andere,40000,9,benzin,peugeot,nein,26/03/16 0:00,0,54675,06/04/16 3:17
20/03/16 20:43,Chevrolet_Cruze_Station_Wagon_1.4T_LT+,privat,Angebot,13499,test,kombi,2013,manuell,140,andere,30000,9,benzin,chevrolet,nein,20/03/16 0:00,0,21709,07/04/16 4:46
19/03/16 11:57,BMW_120d_M_Paket__M1_Felgen__Schiebedach__Anthrazit__fast_voll!,privat,Angebot,9600,test,limousine,2007,manuell,177,1er,150000,8,diesel,bmw,nein,19/03/16 0:00,0,67346,06/04/16 14:46
11/03/16 18:25,Skoda_Fabia_2.0_Combi_Elegance,privat,Angebot,2399,test,kombi,2005,manuell,116,fabia,150000,12,benzin,skoda,nein,11/03/16 0:00,0,56338,06/04/16 15:17
05/04/16 0:40,Audi_A5_2.0_TFSI,privat,Angebot,14200,control,coupe,2009,manuell,179,a5,80000,6,benzin,audi,nein,04/04/16 0:00,0,36137,07/04/16 3:17
23/03/16 9:50,Von_Privat_Grand_Modus_in_Topzustand,privat,Angebot,8999,control,andere,2011,automatik,111,modus,20000,10,benzin,renault,nein,23/03/16 0:00,0,35041,06/04/16 6:16
29/03/16 22:48,Mercedes_Benz_e190,privat,Angebot,2500,test,limousine,1990,automatik,0,c_klasse,150000,1,benzin,mercedes_benz,,29/03/16 0:00,0,70190,06/04/16 10:44
13/03/16 19:42,Audi_a3_sehr_gepflegt_1.6_mit_klima,privat,Angebot,900,control,kleinwagen,1997,manuell,0,a3,150000,0,,audi,nein,13/03/16 0:00,0,42279,13/03/16 19:42
28/03/16 11:58,Vw_Polo_n6,privat,Angebot,0,control,kleinwagen,2000,automatik,75,,125000,2,,volkswagen,,28/03/16 0:00,0,67294,28/03/16 11:58
02/04/16 16:37,VW_Cabrio_EOS_top_gepflegt!!!,privat,Angebot,10990,control,cabrio,2007,,150,eos,100000,0,benzin,volkswagen,,02/04/16 0:00,0,71554,06/04/16 15:17
03/04/16 14:45,Opel_astra,privat,Angebot,700,test,,2000,manuell,0,astra,150000,0,,opel,,03/04/16 0:00,0,46117,05/04/16 13:44
24/03/16 11:36,Opel_Corsa_C_1_0_Enjoy,privat,Angebot,1300,test,,2016,manuell,58,,150000,9,benzin,opel,,24/03/16 0:00,0,27749,07/04/16 3:16
04/04/16 20:50,BMW_320d_DPF_Efficient_Dynamics_Edition,privat,Angebot,15350,control,limousine,2011,manuell,163,3er,100000,6,diesel,bmw,nein,04/04/16 0:00,0,32425,06/04/16 23:17
09/03/16 21:50,Bmw_520_Kombi_nav.prof.+Tuev:_06.2017.Unfallfrei,privat,Angebot,10800,test,kombi,2010,manuell,166,5er,150000,5,diesel,bmw,nein,09/03/16 0:00,0,56332,27/03/16 21:15
07/03/16 7:55,CitroÎn_Berlingo_Kasten_Lang2__AHK_Bulli_Bus_PDC_Klima_T‹V_NEU,privat,Angebot,6100,test,bus,2011,manuell,90,berlingo,150000,10,diesel,citroen,nein,07/03/16 0:00,0,28355,23/03/16 21:19
10/03/16 13:39,Seat_Leon_FR,privat,Angebot,12500,test,andere,2011,automatik,170,,125000,3,diesel,seat,nein,10/03/16 0:00,0,8373,15/03/16 3:17
02/04/16 17:36,Zuverlaessiges_Auto,privat,Angebot,200,control,kleinwagen,1996,manuell,0,polo,150000,6,benzin,volkswagen,,02/04/16 0:00,0,14947,02/04/16 17:36
27/03/16 15:57,Volkswagen_Golf_1.6,privat,Angebot,980,control,limousine,1997,manuell,75,golf,60000,6,benzin,volkswagen,nein,27/03/16 0:00,0,66131,05/04/16 11:47
05/04/16 10:58,Suche_DRINGEND_Kombi_auf_Raten,privat,Angebot,0,control,,2000,,0,,150000,0,,volvo,,05/04/16 0:00,0,14552,05/04/16 11:46
14/03/16 17:52,Volkswagen_Passat_Variant_1.9_TDI_4Motion_Highline,privat,Angebot,4199,test,kombi,2001,manuell,131,passat,150000,12,diesel,volkswagen,nein,14/03/16 0:00,0,96450,22/03/16 12:45
05/03/16 16:37,"Audi_A8_4_2__quattro__LPG_Prins__20""_Felgen_ABT",privat,Angebot,10900,control,limousine,2003,automatik,334,a8,150000,3,benzin,audi,nein,05/03/16 0:00,0,50181,05/04/16 12:19
26/03/16 19:36,Mercedes_Benz_Sprinter_211_CDI___Klimaanlage___3_Sitzer___Kast,privat,Angebot,6800,control,bus,2007,manuell,109,sprinter,150000,9,diesel,mercedes_benz,nein,26/03/16 0:00,0,45525,06/04/16 10:45
03/04/16 21:43,Hyundai_Lantra_UNFALL!!!,privat,Angebot,700,test,kombi,1999,manuell,0,andere,70000,8,benzin,hyundai,ja,03/04/16 0:00,0,32278,05/04/16 22:18
05/04/16 18:25,Audi_A4_b5_Avant,privat,Angebot,1550,control,kombi,1998,manuell,150,a4,150000,0,,audi,nein,05/04/16 0:00,0,35799,05/04/16 18:25
11/03/16 11:57,VW_Polo_in_Pink,privat,Angebot,850,control,kleinwagen,1992,manuell,45,polo,150000,2,benzin,volkswagen,nein,11/03/16 0:00,0,52249,03/04/16 5:44
25/03/16 14:36,525_d_Sport_Aut._Naviprof.Leder_Head_Up,privat,Angebot,11000,control,limousine,2010,automatik,204,5er,90000,6,diesel,bmw,nein,25/03/16 0:00,0,10115,25/03/16 14:36
30/03/16 21:46,Top_geflegter__Opel__Meriva_Edition__mit_Anhaengerzugvorichtung,privat,Angebot,9700,test,suv,2011,manuell,101,meriva,30000,9,benzin,opel,,30/03/16 0:00,0,26506,05/04/16 11:50
28/03/16 15:37,MG_MGF_1.8i,privat,Angebot,3999,control,cabrio,1999,manuell,120,,125000,9,benzin,sonstige_autos,nein,28/03/16 0:00,0,16567,06/04/16 20:15
07/03/16 19:56,Skoda_Octavia_Kombi_2.0_TDI_Ambiente_8fach_bereift_aus_1._Hand,privat,Angebot,7500,control,kombi,2008,manuell,105,octavia,100000,6,diesel,skoda,nein,07/03/16 0:00,0,66583,12/03/16 20:44
03/04/16 14:39,Renault_Clio,privat,Angebot,2000,test,,2016,manuell,75,clio,125000,3,,renault,,03/04/16 0:00,0,16767,05/04/16 13:18
31/03/16 22:38,Fiat_Punto_188_Bastler,privat,Angebot,600,test,kleinwagen,2000,manuell,60,punto,150000,8,benzin,fiat,ja,31/03/16 0:00,0,25335,06/04/16 18:17
09/03/16 21:42,Mercedes_Benz_E_240_Elegance,privat,Angebot,3950,test,limousine,1999,automatik,170,e_klasse,150000,7,benzin,mercedes_benz,nein,09/03/16 0:00,0,27711,12/03/16 23:45
27/03/16 17:54,Golf_3_zu_verkaufen,privat,Angebot,1800,test,,2017,manuell,130,golf,150000,7,diesel,volkswagen,nein,27/03/16 0:00,0,94086,05/04/16 14:16
09/03/16 12:51,Audi_A3_2.0_TDI_Limousine_Attraction_S_line,privat,Angebot,33499,control,limousine,2015,manuell,184,a3,30000,2,diesel,audi,nein,09/03/16 0:00,0,36119,05/04/16 23:45
08/03/16 14:58,A4_1.9_TDI_FULL_LEDER_BRAUN_131_PS,privat,Angebot,2001,test,kombi,2001,manuell,131,a4,150000,10,diesel,audi,,08/03/16 0:00,0,48455,08/03/16 15:39
15/03/16 20:49,Audi_A5_3.0_TDI_DPF_quattro_S_tronic__S_Line,privat,Angebot,24750,test,coupe,2010,automatik,239,a5,80000,11,diesel,audi,nein,15/03/16 0:00,0,38229,20/03/16 19:44
03/04/16 22:47,Peugeot_206_T‹V_SCHECKHEFT_GEPFLEGT_106_TKM_TOP_Zustand,privat,Angebot,2650,control,kleinwagen,2004,manuell,88,2_reihe,125000,1,benzin,peugeot,nein,03/04/16 0:00,0,71069,03/04/16 22:47
20/03/16 20:51,Seat_Ibiza_1.4_16V_SportEdition,privat,Angebot,4450,test,kleinwagen,2007,manuell,86,ibiza,125000,8,benzin,seat,nein,20/03/16 0:00,0,47198,07/04/16 5:46
19/03/16 15:43,BMW_118d,privat,Angebot,8000,control,limousine,2006,manuell,122,1er,125000,1,diesel,bmw,nein,19/03/16 0:00,0,57489,06/04/16 23:46
04/04/16 12:58,BMW_120d_Coupe_Aut.,privat,Angebot,14499,control,coupe,2010,automatik,177,1er,150000,9,diesel,bmw,nein,04/04/16 0:00,0,95448,06/04/16 14:16
01/04/16 18:41,Ford_Fiesta,privat,Angebot,1780,control,kleinwagen,2004,manuell,70,fiesta,90000,2,benzin,ford,ja,01/04/16 0:00,0,96215,05/04/16 14:17
19/03/16 2:52,Touran_2.0_deisel,privat,Angebot,5100,test,kombi,2006,manuell,140,touran,150000,6,diesel,volkswagen,,19/03/16 0:00,0,75177,22/03/16 15:49
15/03/16 11:55,fahrbereiter_Polo__rot_,privat,Angebot,0,test,kleinwagen,1994,manuell,60,polo,150000,5,benzin,volkswagen,,15/03/16 0:00,0,34630,29/03/16 14:45
05/03/16 20:48,Mazda_626__fuer_Export_oder_Bastler,privat,Angebot,0,control,kombi,2000,manuell,0,,150000,11,diesel,mazda,,05/03/16 0:00,0,26203,19/03/16 19:48
04/04/16 6:36,"2_Autobianchi_A_112_""Projektaufgabe""",privat,Angebot,1900,test,,1985,,0,andere,90000,0,,lancia,,04/04/16 0:00,0,71287,06/04/16 10:16
20/03/16 19:55,mercedes_c_180_t_kombi_mit_neuen_service_und_neuen_tuev,privat,Angebot,1500,test,kombi,1998,manuell,122,c_klasse,150000,3,benzin,mercedes_benz,nein,20/03/16 0:00,0,7318,30/03/16 10:48
17/03/16 8:21,Opel_Agila_1.2_16_V_Edition_8_Fach_Bereifung/Klima,privat,Angebot,5750,test,kleinwagen,2006,manuell,80,agila,20000,10,benzin,opel,nein,16/03/16 0:00,0,65239,17/03/16 21:10
30/03/16 11:54,VW_Touareg_3.0_V6_TDI_Individual,privat,Angebot,15700,test,suv,2006,automatik,224,touareg,150000,10,diesel,volkswagen,nein,30/03/16 0:00,0,79244,07/04/16 2:45
01/04/16 22:53,Porsche_924_S,privat,Angebot,7924,test,coupe,1986,manuell,150,andere,150000,3,benzin,porsche,nein,01/04/16 0:00,0,64832,05/04/16 21:47
07/03/16 22:57,Audi_A4_2.0,privat,Angebot,4950,test,limousine,2001,automatik,131,a4,80000,12,benzin,audi,nein,07/03/16 0:00,0,72406,05/04/16 19:16
